coin,mkt_cap
BTC,276634593972.51
XRP,130853590978.56
ETH,111670506535.05
BCH,47096266034.81
ADA,26147944637.95
XEM,16584480283.8
LTC,15766509797.32
TRX,13126926719.67
XLM,12508160612.42
MIOTA,11314255332.03
DASH,10032309521.82
EOS,7375464636.66
XMR,7154342256.35
NEO,6657898941.04
QTUM,6328877477.53
BTG,5062943203.7
ETC,4036612035.73
LSK,3983197347.79
ICX,3754430020.84
NANO,3532219277.17
SC,2878259194.31
BCN,2822416228.44
ZEC,2649258219.4
XVG,2640574737.7
OMG,2491049411.08
BCC,2327791324.36
BTS,2130259352.43
PPT,2058818350.21
DOGE,1925382104.22
DCN,1898695867.35
BNB,1847279983.87
SNT,1837406060.99
ARDR,1819660136.79
KCS,1700554102.0
STRAT,1682782939.4
STEEM,1578034659.27
USDT,1470388767.18
WAVES,1294697284.7
VEN,1271112101.57
DGB,1226721934.77
KMD,1149137655.5
DRGN,1100743984.93
HC,1054699290.24
KIN,945037253.56
ETN,906692924.53
GNT,903063537.24
REP,882291442.87
VGX,830706886.11
VERI,810005676.78
ARK,789108173.07
XP,764822659.29
BAT,758233010.77
RDD,755164373.61
DCR,745021310.72
QASH,735515081.88
DENT,726067555.23
LRC,716706038.78
PAC,715615130.4
SALT,715567820.25
FUN,712670147.96
NXS,689856669.07
KNC,684396794.66
PIVX,683291252.05
ZRX,658757487.69
POWR,651908985.2
FCT,624204006.39
AION,623941120.03
AE,621135162.49
REQ,599533601.79
ELF,599505066.87
SUB,591705763.7
XDN,579397448.13
BTM,573393612.21
WAXP,555554520.84
NXT,550338332.14
RHOC,549515340.38
MAID,524612383.71
GBYTE,502264175.45
NAS,498136256.22
MONA,482332457.76
ICN,473029180.78
GAS,470127998.56
BTCD,463544232.59
SYS,463455218.04
SAN,458122963.74
QSP,451794896.91
LINK,444659751.65
ENG,442143981.22
XZC,434407347.19
TNB,418767192.3
POE,418412911.1
PAY,415908298.07
ZCL,413412821.67
WTC,407010851.23
GNO,404746107.45
CVC,399778497.52
DGD,383222839.36
VEE,382562851.88
RDN,378238068.2
LEND,374553055.78
GXC,353513046.88
ACT,343795931.34
DBC,339029610.16
STORM,338290896.21
STORJ,335952153.59
ATM,332880955.41
ENJ,322218023.06
GAME,321270454.8
NEBL,318644777.51
SMART,311478927.12
VTC,297539460.37
INK,294640501.15
SKY,287868194.74
NULS,286388397.22
BTX,281082835.4
XBY,278563854.1
UKG,278093665.66
BAY,268011290.81
CND,267660507.46
CNX,264112473.75
UTK,263422949.61
PHX,262955379.04
MED,262657535.84
PLR,260559377.43
NAV,258270449.6
UBQ,256829238.32
MCO,256149174.38
BLOCK,254801987.02
R,252480335.34
ANT,248486541.99
CTR,246108663.56
BNT,245135073.78
SNM,243727577.61
CMT,243722847.06
MANA,238033372.55
COB,236002032.19
AST,232480734.59
DATA,232026406.46
ITC,228508127.02
EDG,228230992.92
RCN,222966711.69
SNGLS,217008090.02
TRIG,216000589.83
DNT,211230450.87
RLC,203495937.91
AMB,193780954.98
BRD,193464856.6
EMC2,192106605.54
PART,191399258.68
ADX,189985769.11
BURST,187242708.99
ETP,185056605.01
MOON,179350153.54
WABI,177830381.71
WINGS,177041257.14
ECA,176504009.85
FLASH,174802954.49
BCO,173960815.43
DTR,170564367.51
EMC,169047749.82
FUEL,166492954.0
1ST,163635016.13
OST,160809715.65
THC,160760655.01
PPP,159451500.18
TNT,158918763.16
SRN,158155269.27
PPC,158003679.54
XCP,157680278.48
MGO,156533244.04
XSH,155693619.51
DCT,154885024.33
ZEN,154346679.87
LBC,148852388.29
XAS,148344434.81
MOD,146588704.25
MLN,143182406.69
EDO,139690037.65
AGRS,137430441.86
RISE,136373418.38
CDT,135629648.82
MTL,135438824.52
LA,135196975.95
QRL,133943518.64
WGR,130139226.62
GVT,129550446.81
CLOAK,129253320.72
HST,128782006.69
GTO,126260346.03
NYC,125243619.02
PRL,124798070.62
SPANK,124564814.0
VIA,124554066.38
GRS,124090995.09
BCPT,121601649.11
RVR,120896884.2
YOYOW,119313816.06
DPY,117425470.83
NLG,116894263.68
CFI,116813854.13
