coin,mkt_cap
BTC,174768292883.37
ETH,18461846967.6
XRP,11092364971.53
BCH,5076312771.38
LTC,4177872604.63
USDT,4026198549.68
BNB,3354720068.0
EOS,3047908479.86
BSV,2314946418.42
XMR,1233580704.17
XLM,1226847587.7
ADA,1154858194.54
LEO,1148665271.96
TRX,1041912670.75
HT,931382860.73
DASH,721956272.69
ETC,709299971.67
XTZ,681637980.05
MIOTA,671499176.38
LINK,621326044.22
NEO,620552316.74
MKR,467561613.74
USDC,452961465.8
XEM,438882482.5
ATOM,407758260.31
ONT,382717024.99
CRO,366017093.11
INO,341007803.49
ZEC,333202611.56
DOGE,301547448.72
VSYS,254800142.42
HEDG,251512138.57
DCR,247639228.87
BAT,241510216.43
VET,228159075.73
QTUM,201836146.05
PAX,200533153.05
TUSD,200212224.76
BTG,191369707.68
THX,189985922.91
PLC,154614701.57
OMG,153764957.2
ZB,153173926.01
THR,151853461.62
RVN,135597607.16
LSK,134426188.01
KCS,129118081.91
NANO,128736863.89
BCD,122878270.6
INB,118623450.52
ALGO,112597172.27
BTT,112011673.35
WAVES,111861896.29
EKT,107182442.38
HOT,106537286.76
LAMB,106080404.77
NRG,105401894.98
BCN,104716175.14
ICX,103419913.56
XIN,103097953.58
THETA,102799808.63
DGB,101740806.24
