coin,mkt_cap
BTC,442642331535.6
ETH,199670814561.87
USDT,68078110242.74
BNB,51770723358.62
USDC,42031783646.39
XRP,20265653496.69
BUSD,16256784772.34
ADA,13583144197.66
DOGE,12218343437.53
MATIC,10520492555.05
SOL,8752875129.7
SHIB,7879341633.77
DOT,7669500078.57
LTC,6965837873.16
AVAX,6335560558.99
TRX,5881459375.09
DAI,5811147044.33
UNI,5258718124.02
ATOM,4225266672.27
WBTC,4055642312.33
LINK,3548184885.85
LEO,3394749216.71
ETC,3183632000.72
XMR,3044602542.04
TON,2817820264.04
OKB,2685744771.73
BCH,2595658645.52
APT,2472709352.29
XLM,2394585315.12
APE,2130634128.39
NEAR,2040581102.37
CRO,2040886048.37
FIL,2008220694.58
ALGO,1856959412.19
HBAR,1822462388.77
VET,1757781741.9
LDO,1721597235.28
QNT,1677078669.52
ICP,1603258655.76
FTM,1578605132.2
MANA,1367028224.0
AAVE,1207035459.57
BIT,1188563789.45
EOS,1170578534.2
GRT,1160667426.82
FLOW,1133019978.86
EGLD,1130392613.22
AXS,1103705529.31
SAND,1100049212.78
THETA,1096551002.22
XTZ,1093687610.77
LUNC,1084798647.81
TUSD,948145844.05
CHZ,930967352.83
HT,899118368.44
USDP,877881242.55
KCS,853107003.89
BSV,853503476.53
CRV,760983899.33
CAKE,749262061.95
FXS,733449767.73
ZEC,720812937.02
USDD,719965299.79
IMX,708891386.42
XEC,711199167.9
BTT,703456638.93
OP,689178348.33
MKR,679466841.41
TWT,667288126.18
MINA,661513435.13
DASH,661864039.01
MIOTA,661046527.51
SNX,639833132.59
NEO,624741285.88
KLAY,620254987.14
GUSD,604871503.56
RUNE,581301904.33
GMX,564308000.98
AGIX,535850426.31
PAXG,503937210.22
OSMO,503204022.55
LRC,494328655.35
DYDX,464463988.85
GT,465119117.73
ETHW,460515584.18
ZIL,456554940.24
CVX,456939224.91
ENJ,455471683.19
1INCH,443655107.08
RNDR,448040858.78
LUNA,438007590.76
NEXO,429148806.3
BAT,428100210.44
FEI,422596191.99
CSPR,418070981.9
STX,406431830.56
RPL,399361344.24
XDC,396825269.21
KAVA,388366479.04
HNT,387525059.67
AR,384907194.24
FET,370135910.65
MAGIC,376792985.06
CELO,372949467.47
COMP,377927916.6
GALA,377243671.42
T,376444238.08
HOT,372301843.56
XEM,365701002.36
RVN,362731424.81
WOO,348804785.57
ONE,347884211.26
TFUEL,346550688.46
DCR,343648163.72
JASMY,342988172.91
BAL,323317243.16
USTC,320594433.22
SUSHI,318408820.88
MASK,310605583.11
GMT,310719725.47
ENS,309258746.12
ROSE,306365648.84
KSM,304264602.91
GNO,302446981.86
BONE,301990395.77
BTG,297997713.73
WAVES,295341167.78
QTUM,294862180.85
YFI,279483531.19
XCH,278479089.76
IOTX,277742777.59
OCEAN,271529657.22
ANKR,269245949.88
INJ,263792316.97
FLUX,265835561.04
AUDIO,261528480.13
BNX,260382537.02
BAND,259699581.01
GLMR,258812495.81
GLM,256786981.94
KDA,258598257.78
XYM,255693436.41
SSV,256012669.69
JST,249032519.68
XCN,233771658.9
LPT,230733789.01
ELON,230425007.72
CHSB,228614836.72
OMG,225907403.87
ASTR,219280030.68
ICX,213003643.46
HIVE,216097358.58
ZRX,210715007.58
AMP,203164722.22
ONT,205495130.42
IOST,201434652.65
SC,199724001.18
ILV,193727311.55
RSR,189788631.72
HOOK,182709929.51
BORA,186306779.47
SFP,180719762.76
KEEP,182265398.25
EVER,180162791.77
WAXP,177037436.35
BICO,177851443.42
STORJ,180753345.27
LSK,152520843.29
POLY,172852323.48
SXP,168927754.36
DGB,168592354.63
SYN,166873844.62
RLC,167470091.81
METIS,163461249.22
DAO,163209658.49
SKL,158717720.55
LOOKS,151968149.64
PEOPLE,149245418.25
CKB,146231903.94
BTRST,144578620.91
CEL,144216522.13
UMA,143082154.21
VGX,143003048.91
NFT,139579814.69
CELR,138835986.88
KNC,139144437.25
RBN,138188223.57
ZEN,137653519.98
MC,133882177.11
SLP,133655816.9
CFX,132132811.15
PLA,130865553.83
MED,128722578.88
SCRT,127477541.49
NMR,125690905.29
SYS,126216526.72
GAL,125710909.12
PUNDIX,125821340.95
GTC,124755827.45
HIGH,128294309.81
