coin,mkt_cap
BTC,75812212996.3
ETH,32807154396.12
BCH,10058458982.68
XRP,8773480074.61
LTC,4054988819.86
XEM,2765377074.17
DASH,2685795201.47
MIOTA,2067881447.56
XMR,1894074688.13
ETC,1767289071.77
NEO,1515941429.14
OMG,1039044898.19
QTUM,902192316.06
BCC,862984958.52
LSK,790981247.95
HC,700440362.55
STRAT,649130440.12
ZEC,547669313.22
WAVES,519635486.6
EOS,407130154.95
BCN,399750554.94
PAY,369588569.71
BTS,367578195.79
USDT,364811405.07
XLM,353238952.03
STEEM,334274820.55
KMD,307659806.46
MAID,305883107.52
GNT,301013829.1
REP,274022104.26
MCAP,263770916.53
ARK,249550040.66
ICN,247963921.73
SC,245473137.74
FCT,241706123.84
BAT,241242200.14
DOGE,238764512.79
DGB,221378980.37
MTL,212991122.78
DCR,208035061.08
VERI,199482803.58
PIVX,196879215.44
GBYTE,193276988.31
GNO,189566646.0
DGD,183001068.12
NXS,171090677.9
PPT,158948274.28
BNB,157579636.57
BTCD,153735784.57
CVC,147764302.49
ZRX,143957376.48
ARDR,140218048.47
SNT,136469841.28
GAME,135983892.75
MCO,124987930.0
BLOCK,120355514.54
FUN,116712783.49
SYS,115692488.44
GXC,111211631.95
GAS,107757737.08
NXT,106604558.36
