coin,mkt_cap
BTC,134469548249.08
ETH,14875569429.66
XRP,8474172239.53
USDT,4133500727.77
BCH,4080035773.48
LTC,2778396524.61
EOS,2559643917.93
BNB,2194781442.97
BSV,2003156469.14
XMR,940587960.2
XLM,909657060.26
TRX,908402721.81
ADA,900224705.78
XTZ,877159746.89
LEO,856553225.03
ATOM,806970071.74
HT,708925310.99
NEO,639703565.89
999,633049725.12
LINK,632725379.19
ETC,570853943.07
HEDG,521505971.25
USDC,518272576.97
MIN,511603795.0
MIOTA,480979947.7
DASH,476326526.07
CRO,443334280.94
MKR,442089035.24
ONT,351858671.02
VET,305240316.5
DOGE,296989929.96
XEM,291262976.53
BAT,267401433.11
ZEC,260715782.66
PAX,254554712.67
INO,248971223.18
FTT,209298272.81
DCR,191803865.69
SNX,176286913.65
INB,160430579.05
QTUM,157729635.29
TUSD,154620833.58
PZM,141590298.08
THR,124134300.84
RVN,121824615.52
THX,119022025.8
ALGO,116782883.79
ZRX,113427012.93
HOT,109990377.19
CNX,108736345.14
OKB,107211336.45
REP,104037533.0
