coin,mkt_cap
BTC,91674230185.93
ETH,18424576820.42
XRP,15021731304.72
BCH,5662007844.39
LTC,5653406711.33
EOS,4943668665.75
BNB,2697901876.07
XLM,2510903306.46
ADA,2345996894.44
USDT,2090015279.43
TRX,1926752662.37
BSV,1526953180.18
DASH,1182064053.63
XMR,1180056140.44
MIOTA,1007543918.2
ETC,840251877.09
NEO,838234869.09
MKR,775042006.16
ONT,760764525.91
XEM,647987653.64
XTZ,647560148.35
ZEC,466990237.44
VET,423650569.07
DOGE,406652917.49
BAT,374777458.7
BTG,331890195.35
OMG,328879158.39
QTUM,324569945.74
WAVES,297116666.35
USDC,262035385.09
LSK,248303373.63
DCR,247143492.18
CRO,247044799.2
REP,244544177.08
RVN,222510770.46
ZIL,217427704.42
ZRX,209301552.05
ICX,209058826.49
LINK,201991506.86
TUSD,201583557.32
BTS,199408718.11
IOST,197357022.78
BCD,194170141.56
NANO,187335170.98
BCN,187269576.86
HOT,175817536.6
DGB,174382912.73
AE,174004181.94
STEEM,156351339.53
XVG,152431870.12
SC,147914391.4
NPXS,146916362.6
BTM,146557315.5
KMD,138176253.74
HT,135285660.76
BTT,134712259.11
MXM,131431962.61
KCS,129459962.6
STRAT,120783704.08
ENJ,118085920.63
PAI,110501996.52
THETA,109043202.8
PAX,107460178.21
AOA,103510243.61
SNT,101117967.66
