coin,mkt_cap
BTC,72050487506.13
XRP,14825428857.61
ETH,12053770487.12
XLM,3070486824.37
BCH,3010194660.91
EOS,2582234217.99
LTC,2002705712.11
USDT,1853398856.15
BSV,1754285184.08
ADA,1080429209.08
TRX,987857121.64
XMR,982006148.45
MIOTA,823651399.44
DASH,789324066.54
XEM,701127573.4
BNB,686750929.99
ETC,548592458.53
NEO,517354499.21
ZEC,424699693.45
BTG,315179691.04
XTZ,299053526.49
MKR,289184553.98
VET,272996726.08
DOGE,263285350.99
ONT,238314715.2
OMG,224279010.7
ZRX,221503389.65
BAT,214674033.59
TUSD,198289661.31
QTUM,189517517.54
DCR,183643463.81
USDC,178770938.26
PAX,167865499.89
LSK,164741792.48
WAVES,157592921.37
BCD,154696575.25
BCN,152172884.18
DGB,147271649.1
ZIL,143260253.72
NANO,139693654.26
BTS,132553980.03
AE,129633827.28
ICX,129089394.21
XVG,118929035.85
SC,116635805.01
AOA,115971431.34
LINK,110480027.4
STEEM,104501856.14
NPXS,101670799.68
BTM,101128771.26
