coin,mkt_cap
BTC,102494420158.46
ETH,17317292590.97
XRP,12724692457.41
BCH,5222388151.39
LTC,4683927727.29
EOS,4624937769.96
BNB,3249853031.21
USDT,2786657649.43
XLM,1892994496.69
ADA,1714978393.8
TRX,1561790308.15
XMR,1120902040.97
DASH,1048975845.36
BSV,953140152.94
ATOM,925545510.95
MIOTA,845740596.64
XTZ,770409638.69
ETC,632528285.1
NEO,603147150.8
ONT,537880599.65
MKR,511877220.42
XEM,472893594.47
BAT,452455138.32
CRO,402540223.41
ZEC,386608457.03
VET,356749707.78
BTG,324630678.48
DOGE,316696677.25
USDC,302262908.99
DCR,255310689.07
TUSD,226266342.13
REP,223702873.32
OMG,220938342.56
QTUM,220481447.28
WAVES,208383679.57
LSK,199148863.59
NANO,189459712.9
PAX,184241752.66
BCN,179285192.54
LINK,177442699.54
RVN,172774177.0
BCD,171439111.75
HOT,165985909.14
ICX,159305303.02
ZRX,156859902.93
BTS,146448923.74
ZIL,141142232.38
NPXS,138858640.82
BTT,132557836.24
IOST,130495362.44
AE,121814068.48
DGB,120436265.39
KMD,118376618.25
HT,117816463.05
AOA,116029079.76
XVG,112546619.09
ENJ,111690055.94
SC,108573614.57
STEEM,105865079.7
KCS,105085066.97
