coin,mkt_cap
BTC,1936085962788.12
ETH,345743719595.8
XRP,148863801575.98
USDT,139365732617.73
SOL,98914187313.11
BNB,87996094430.53
USDC,53402986390.95
DOGE,39560651970.3
ADA,28209906464.6
SYS,23437779574.63
TRX,19386234467.86
LINK,13034785196.97
AVAX,11353392145.84
XLM,10822583782.95
SUI,10203343828.48
TON,10074713106.72
HBAR,9693821511.5
SHIB,9131953079.05
LEO,8942007784.0
LTC,8264763740.54
DOT,7953454910.43
HYPE,7473834332.79
BGB,7404580831.16
BCH,7132301556.71
USDe,6092006493.3
UNI,5507621400.88
DAI,5364083823.56
OM,4743080248.48
PEPE,4537992722.45
NEAR,4418907625.41
TRUMP,4171530258.1
XMR,4081056321.0
ONDO,3922285142.79
AAVE,3888842664.32
ICP,3594170313.85
MNT,3542877162.4
APT,3520737572.15
ETC,3385873136.21
VET,3048561133.35
KAS,2958139927.88
OKB,2914556843.85
TAO,2883759762.67
CRO,2876083115.01
POL,2859916087.16
JUP,2660371761.38
ALGO,2526158590.94
RENDER,2424780667.72
FIL,2259055891.63
ARB,2142891238.87
FET,2001569363.31
ATOM,1902630104.53
GT,1886580281.38
FDUSD,1832862726.05
ENA,1818009557.17
LDO,1700979005.08
DEXE,1695167587.74
TIA,1694998752.91
RAY,1631297709.31
STX,1565103074.38
THETA,1543699315.24
IMX,1541795961.98
INJ,1535792286.08
KCS,1533985502.29
OP,1505262455.02
BONK,1476247164.31
MOVE,1426492593.72
XDC,1417326582.36
GRT,1376121644.13
WLD,1364858358.68
S,1320039910.18
JASMY,1257096140.47
FLR,1203719685.67
SEI,1131129908.99
QNT,1076448573.23
SAND,1001271761.03
ENS,999809066.84
EOS,988446120.65
FLOKI,965495290.44
WIF,947557436.16
VIRTUAL,927924089.84
XTZ,914406272.5
MKR,904060169.22
BTT,898995756.81
GALA,879921790.49
KAIA,876445647.05
IOTA,861724637.92
NEXO,856905211.45
JTO,829767517.78
AR,819588483.98
PENGU,815997316.53
BSV,813064098.93
XCN,810091229.34
FLOW,809004955.46
PYTH,808306368.71
NEO,807710654.57
SPX,804364141.46
MELANIA,757435412.83
RON,749823256.49
USDD,738621488.29
FARTCOIN,711872396.45
CRV,709978367.17
MANA,690605210.07
XAUt,688949004.94
AXS,685414085.98
STRK,673858684.98
EGLD,666746145.24
AERO,649784933.36
MATIC,635894811.91
HNT,630414336.53
AIOZ,616735064.8
CFX,616045063.05
DYDX,608972532.41
FTT,607380710.39
BEAM,599761680.31
W,592801019.86
DEEP,590127874.57
BRETT,577068395.67
PAXG,570712896.59
APE,566251740.26
CHZ,541357028.5
ZEC,541082280.63
XEC,531662861.89
RSR,530679455.46
CORE,512881868.31
EIGEN,512307075.0
AKT,511994354.53
MORPHO,510200703.59
COMP,494382375.97
TUSD,494155924.27
GNO,487077210.21
PYUSD,487041468.99
CAKE,486359558.66
AMP,479639510.88
RUNE,471024051.99
KAVA,467079764.35
AI16Z,453876230.07
MINA,448388429.55
PENDLE,441296438.44
NFT,436848464.89
SNX,427949663.81
ZK,426528370.56
VTHO,412195470.26
GIGA,404690509.41
AXL,396170465.32
1INCH,372530539.04
SUPER,369322477.46
TWT,360275204.16
MOG,354347102.99
LUNC,352108005.74
TFUEL,350332110.65
ACH,345384329.71
LPT,343819796.43
ROSE,336168695.47
SAFE,332352999.6
JST,329656232.42
KSM,328366953.95
DASH,326075246.68
ZRO,322522987.57
MX,321913003.02
QTUM,321687206.64
NOT,318936233.57
GRASS,318448632.89
CTC,313793449.83
SFP,313714051.13
BLUR,312388521.37
ASTR,310410240.1
CKB,308989686.16
TOSHI,308001376.77
ZIL,295335525.31
MEW,293517588.24
HOT,288605441.11
ORDI,288125977.42
TURBO,281563409.24
ZRX,281519129.17
BAT,280534388.13
WEMIX,269049171.87
GLM,267876930.57
MOCA,267492927.65
BabyDoge,265445816.47
AIXBT,265199240.65
SATS,264881014.02
PRIME,262049161.99
Máximos histórico (ATH),259480457.97
ETHFI,258267452.03
CELO,257159429.64
GAS,255385731.53
SUSHI,251687223.11
SKL,251383406.48
ID,248759181.76
SC,241085617.56
T,238236137.68
ANKR,234614507.17
WOO,233364391.82
ZETA,233054124.2
CVX,231860201.04
POPCAT,230392512.95
MASK,229876300.8
ELF,227844080.32
IO,227763175.34
TRAC,226124926.89
