coin,mkt_cap
BTC,41124195602.84
ETH,22622230133.21
XRP,11563834772.7
XEM,1940053581.98
ETC,1612317546.44
LTC,1436514967.86
DASH,1052615780.55
STRAT,1031727235.85
XMR,625243117.25
WAVES,534606266.02
BCN,460184392.54
DGB,405103741.43
GNT,395861655.21
XLM,386497195.2
SC,382912464.92
DOGE,348600941.97
ZEC,348108361.18
REP,318529399.87
STEEM,305209600.95
GAME,302111425.68
GNO,291232427.99
BAT,285542011.26
BTS,283258627.14
MAID,185063095.69
BCC,164699463.9
DCR,161803234.41
DGD,155498748.78
FCT,153711396.03
LSK,152048898.78
GBYTE,147095667.43
ARDR,136269574.2
ROUND,121166872.23
ICN,108658712.63
SNGLS,108586236.83
USDT,106215623.64
KMD,104370549.4
SYS,100479365.07
