coin,mkt_cap
BTC,545245950698.04
ETH,216307003100.75
USDT,79712741574.78
BNB,49565588033.19
USDC,32531061019.39
XRP,26803620002.77
ADA,13263150756.35
DOGE,10975862482.76
MATIC,9956789008.66
SOL,7920489152.32
BUSD,7555052906.5
DOT,7348649018.54
LTC,6754743507.01
SHIB,6374221162.81
TRX,5943306249.58
AVAX,5626871630.2
DAI,5305639257.69
WBTC,4242423242.43
LINK,3753780655.46
UNI,3433813193.43
LEO,3239400527.97
ATOM,3186087373.35
XMR,2925795855.35
ETC,2866291017.78
XLM,2842099181.92
TON,2763717926.48
OKB,2491539607.24
BCH,2381235398.02
FIL,2287107917.63
HBAR,2227550134.5
APT,2156886994.79
TUSD,2064884215.04
LDO,2017007144.92
CRO,1709048845.48
VET,1689664517.46
NEAR,1663183641.13
APE,1537671045.77
QNT,1536705081.89
ALGO,1529874839.94
ARB,1529758268.37
ICP,1512865640.76
EOS,1336501490.32
FTM,1258941651.95
GRT,1233942589.48
STX,1196004107.19
MANA,1115579114.28
BIT,1087379661.72
THETA,1043354582.59
EGLD,1031452195.69
AAVE,1029624263.24
XTZ,1026529762.74
CFX,1031841535.54
FLOW,1005015064.76
AXS,963069399.69
SAND,923474497.07
IMX,914815798.33
USDP,875771292.96
NEO,853988142.22
RPL,838419239.04
CHZ,800958625.26
KCS,799732714.3
LUNC,722567374.96
CAKE,718944575.83
USDD,716293126.81
OP,692975732.99
BSV,686150986.12
KLAY,683379302.58
CRV,679718011.85
MKR,658416728.06
SNX,650979257.57
MINA,650559245.43
DASH,640305789.79
GMX,638806251.1
FXS,613685440.25
GUSD,610015961.88
XEC,602631506.98
MIOTA,599569150.68
ZEC,598218864.52
HT,594964258.17
BTT,588961003.64
XDC,577215941.16
GT,550673214.95
PAXG,535471045.95
AGIX,495477955.73
ZIL,491523122.14
TWT,483845472.4
LRC,478665713.06
RUNE,469372503.53
RNDR,461381566.9
MASK,435075272.92
1INCH,431442387.37
FLR,424344960.57
CSPR,422787620.62
FEI,412353922.38
ENJ,394383591.0
BAT,393052317.27
KAVA,393893684.97
SXP,397962818.99
OSMO,387524488.17
CVX,386273326.06
DYDX,379371810.18
INJ,377699781.63
ETHW,367165230.12
SSV,365772902.09
NEXO,360742678.2
XEM,357786281.23
WOO,349222193.94
HOT,343494584.49
ANKR,337554696.05
ROSE,336673432.99
BAL,331566968.92
TFUEL,329719804.79
QTUM,324588151.36
T,326141409.43
RVN,317116269.87
CELO,316425780.05
DCR,310439652.16
LUNA,308049860.47
COMP,307303814.02
FLOKI,306350971.73
MAGIC,295957620.91
GNO,287648338.92
FET,286336579.28
GALA,283261302.54
YFI,280682951.18
LN,278684725.36
KSM,278043376.86
AR,277362512.44
AUDIO,274969400.04
MOB,273173860.22
ENS,268104309.75
ICX,251331978.5
ASTR,267449713.08
BTG,265498587.12
ONE,266496831.16
XCH,263981314.44
IOTX,261751426.79
BONE,246916891.4
BLUR,246356188.56
ZRX,242600742.5
JST,239552649.17
GLM,237636243.61
JASMY,235311795.92
SUSHI,235116477.43
SC,230597809.16
WAVES,230418862.77
GMT,229298325.16
GLMR,225204353.31
DAO,220868210.73
BAND,220510738.85
KDA,217375121.6
OCEAN,211158172.88
OMG,211023627.82
USTC,207774439.68
ONT,206696532.39
HIVE,193601970.45
LQTY,202004122.38
JOE,204139751.89
IOST,201061482.44
MX,191355793.93
BICO,191214444.32
LPT,190159501.23
RSR,188923162.35
CKB,189221729.95
XYM,185419918.82
HNT,183561559.48
BRISE,179461840.59
ELON,178384738.14
FLUX,177375459.99
BNX,178776018.58
ELF,177487411.96
SKL,177112689.9
CHSB,174954554.63
SFP,175161964.9
ACH,169949913.6
WAXP,169058731.42
BORA,164766901.86
POLY,157758692.11
STORJ,158148555.28
KEEP,156092009.92
AMP,154530009.28
DGB,152285044.27
CELR,152082023.73
ZEN,147478369.8
ILV,146575240.54
UMA,142987855.44
LSK,139979217.14
TRAC,136683342.36
RLC,134304268.16
MULTI,132783737.08
ID,133324353.85
EVER,131122918.82
RIF,129387199.9
CORE,128017069.46
AXL,127925760.26
RBN,123097393.65
BTRST,125419314.62
TRIBE,123401537.87
API3,123599362.7
PUNDIX,121775585.72
