coin,mkt_cap
BTC,131808021256.25
ETH,61740777136.86
XRP,26339121770.19
BCH,20088725030.36
EOS,13102392599.23
LTC,7131021784.5
ADA,5915377308.38
XLM,5627963037.03
MIOTA,5018156390.68
TRX,4074959562.48
NEO,3667018203.74
XMR,2726017917.87
DASH,2687149049.56
USDT,2507379614.23
XEM,2375766902.9
VEN,2150163378.64
BNB,1661131085.42
ETC,1657895539.89
QTUM,1303843946.94
OMG,1201876430.65
BCN,1178341327.81
ICX,1091191473.49
LSK,1067177025.63
ZEC,1028849839.51
ONT,988710262.18
ZIL,941448972.81
AE,822203754.38
BTG,792370341.43
ZRX,714684942.4
DCR,706324946.53
BTM,683607154.01
STEEM,657234172.29
XVG,641984779.52
BTS,614026958.61
NANO,566197532.65
SC,551327256.91
GNT,524375981.75
RHOC,512985517.84
WAN,508017105.77
MKR,499881979.68
BTCP,492069544.85
PPT,484916687.51
BCD,474850104.87
STRAT,462130595.84
REP,444051273.35
WAVES,438249063.49
DOGE,423325083.09
IOST,393423745.04
DGB,370391035.56
WTC,365106541.08
SNT,358176046.92
HC,352262408.9
AION,343006279.25
NAS,334066489.46
XIN,332131987.62
WICC,320015976.52
LRC,316709779.57
BAT,295789539.81
KCS,288860586.52
DGD,284389892.58
ELF,280864030.12
KMD,279242853.86
HT,266749972.18
ARK,258068874.34
ARDR,256986587.23
CMT,229585393.71
MAID,227587692.86
LOOM,227336635.75
PIVX,224689593.05
DCN,219566569.19
BNT,218004248.79
GXC,217510643.01
GAS,215203861.71
ELA,213758808.92
KNC,208111895.12
CTXC,205549498.29
POLY,203820504.08
MONA,202465328.28
MOAC,199864249.75
MITH,199492446.53
CNX,196618021.7
SYS,192110246.07
VGX,190497999.28
RDD,188677124.45
VERI,187972435.77
QASH,185893878.34
SKY,185135625.2
FSN,184149134.61
FUN,172978282.25
THETA,172644858.2
SUB,168214324.39
NULS,163803901.67
CENNZ,154552714.24
DRGN,154258188.67
NXS,153405171.19
KIN,151288660.14
ENG,150215320.08
NXT,147619350.79
ETN,147578241.42
STORM,147017288.52
FCT,145966448.9
XZC,144081039.32
SOC,143322364.76
BFT,142897184.38
BIX,141234394.79
DROP,137709596.87
HOT,137256844.94
GTO,135004793.48
RLC,132303739.79
POWR,129282965.0
WAXP,128194316.98
LINK,126802802.09
DDD,126103542.34
SALT,125272359.63
MAN,123167574.41
DBC,119917988.78
MCO,118475723.98
BLOCK,118216796.23
ACT,117930198.69
STORJ,114216342.72
ZEN,114153610.27
TRUE,113827930.21
CVC,112400372.98
MANA,111172332.88
QSP,109271425.13
GBYTE,108869727.67
NEXO,106820187.09
HPB,106807171.88
NCASH,106654203.75
NEBL,106604854.34
EOSDAC,105272792.66
PAY,105271707.8
REQ,104573982.96
