coin,mkt_cap
BTC,203936136729.63
ETH,41522323563.25
XRP,12878374454.02
USDT,9976732913.64
BCH,5244023472.11
BSV,4024751708.4
LTC,3691130076.2
ADA,3461382969.29
CRO,3041187799.17
BNB,3024579086.6
LINK,2895121578.05
EOS,2748482971.28
XTZ,2124910456.29
XLM,2101488479.52
XMR,1499891745.77
TRX,1364340754.96
LEO,1269855246.81
HEX,1149584074.44
USDC,1087685514.86
HT,966601747.86
VET,895325708.48
NEO,859596994.55
ETC,834976144.91
DASH,818850818.5
ZEC,816854878.79
MIOTA,800488497.27
ATOM,742120862.74
HEDG,574286913.69
MKR,570690293.64
XEM,486920511.89
ONT,480650134.63
INO,435560392.53
LEND,431304499.62
DOGE,419228838.83
SNX,384412857.2
DAI,366675255.66
CCXX,360391976.07
BAT,360386654.26
INB,356682879.78
AMPL,348652907.01
OKB,341782456.98
DGB,337754359.53
COMP,325638377.15
FTT,315490183.97
BPS,295448889.01
KNC,275108879.47
ERD,271891011.68
ZRX,270345245.08
BTT,252437309.97
TNC,251380755.68
PAX,244523142.97
HYN,244338102.78
THETA,243485909.64
QTUM,232689070.53
ALGO,232470086.69
OMG,222815661.61
TUSD,218455401.01
CELO,216975610.73
HBAR,216628660.44
REP,208561530.55
ICX,208526625.46
ZLW,196552177.7
VEST,193718838.96
DCR,184360497.03
ZIL,183694273.0
BTG,176950688.6
LRG,169319371.67
WBTC,168824481.3
MWC,168184984.35
WAVES,163788804.86
BUSD,161392101.4
REN,161304563.4
BCD,158111140.86
XTP,157207774.15
LSK,154956664.78
BOTX,150333517.69
ENJ,143434852.97
LRC,138681762.46
RVN,138596526.91
FXC,132260618.53
SC,130971848.18
NANO,130277259.75
ATT,128107157.79
HOT,127706089.43
DX,126973934.59
BNT,126925484.67
HUSD,126762826.13
MONA,125891558.88
LUNA,125569943.63
NEXO,125556402.98
SOLO,122925892.76
BPC,121331588.53
BTM,119941582.17
YFI,118878333.42
SXP,113462209.36
TMTG,113064776.87
CKB,111187185.33
ZB,111050394.26
HMR,109380982.03
ICH,107606280.6
DIVI,104811816.23
CEL,102337341.16
