coin,mkt_cap
BTC,134215145409.92
ETH,16443650814.39
XRP,9756884340.97
USDT,4118235661.15
BCH,3922144119.0
LTC,3041545709.07
EOS,2618290742.23
BNB,2410249227.29
BSV,1884411960.68
XLM,1164817487.42
TRX,1063601685.2
ADA,1026365437.17
XMR,928901682.79
LEO,920004249.02
XTZ,828296390.47
LINK,758496044.01
ATOM,726017955.02
HT,676072551.96
NEO,655229253.43
MIOTA,574237706.74
MKR,512562203.89
DASH,489531887.13
ETC,455447008.43
USDC,454728031.49
ONT,406300640.41
MIN,397915371.18
VET,395337687.0
XEM,327317645.98
CRO,318670292.01
INO,295963027.78
DOGE,280260602.43
BAT,267550865.25
ZEC,223505481.64
PAX,219431189.52
HEDG,211396539.14
DCR,208349322.87
INB,198895815.94
SNX,187130482.7
QTUM,171996015.53
MXM,169595312.66
TUSD,162319377.17
ZRX,157089293.6
CENNZ,152057123.49
PZM,150100929.48
HOT,128356550.79
THX,124991628.69
THR,121984033.54
ALGO,118854705.39
REP,117766857.12
NANO,116916630.13
KBC,116517737.29
BTG,111956630.73
RVN,111406166.97
OMG,106446578.31
CNX,103689984.63
ABBC,101763006.78
XIN,100237403.38
